iter	MultiClass
0	0.8156419312
1	0.6247543581
2	0.5444781157
3	0.455538045
4	0.389928737
5	0.3718565779
6	0.3427388347
7	0.2870538332
8	0.2445529384
9	0.2199482653
10	0.191930883
11	0.1694361823
12	0.1510968082
13	0.135938195
14	0.1232529157
15	0.1125187109
16	0.1033439542
17	0.09543070387
18	0.08854924301
19	0.08252025234
20	0.07720214147
21	0.07248191796
22	0.06826851953
23	0.06448788408
24	0.06107926222
25	0.05799242887
26	0.0551855529
27	0.05262355386
28	0.05027682283
29	0.04812021815
